EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ValueFleetGroup

timestep,fleet,group,value
190,1,1,1.329559E-06
190,3,11,8.148645E-05
191,1,1,1.311259E-06
191,3,11,8.153178E-05
192,1,1,1.292884E-06
192,3,11,8.157569E-05
193,1,1,1.274967E-06
193,3,11,8.161754E-05
194,1,1,1.257588E-06
194,3,11,8.16567E-05
195,1,1,1.240834E-06
195,3,11,8.169332E-05
196,1,1,1.224712E-06
196,3,11,8.172746E-05
197,1,1,1.209193E-06
197,3,11,8.175921E-05
198,1,1,1.194255E-06
198,3,11,8.178867E-05
199,1,1,1.179869E-06
199,3,11,8.18159E-05
200,1,1,1.166004E-06
200,3,11,8.184095E-05
201,1,1,1.152627E-06
201,3,11,8.18639E-05
202,1,1,1.139703E-06
202,3,11,8.188479E-05
203,1,1,1.127185E-06
203,3,11,8.190369E-05
204,1,1,1.115026E-06
204,3,11,8.192063E-05
205,1,1,1.102779E-06
205,3,11,8.19359E-05
206,1,1,1.090391E-06
206,3,11,8.194993E-05
207,1,1,1.077877E-06
207,3,11,8.19628E-05
208,1,1,1.065254E-06
208,3,11,8.197454E-05
209,1,1,1.052532E-06
209,3,11,8.198515E-05
210,1,1,1.039687E-06
210,3,11,8.199465E-05
211,1,1,1.026716E-06
211,3,11,8.200301E-05
212,1,1,1.013616E-06
212,3,11,8.201022E-05
213,1,1,1.000387E-06
213,3,11,8.201626E-05
214,1,1,9.870275E-07
214,3,11,8.202116E-05
215,1,1,9.735419E-07
215,3,11,8.202492E-05
216,1,1,9.59917E-07
216,3,11,8.202754E-05
217,1,1,9.463004E-07
217,3,11,8.202864E-05
218,1,1,9.327343E-07
218,3,11,8.202784E-05
219,1,1,9.192497E-07
219,3,11,8.202517E-05
220,1,1,9.058791E-07
220,3,11,8.202074E-05
221,1,1,8.926606E-07
221,3,11,8.201459E-05
222,1,1,8.796059E-07
222,3,11,8.200685E-05
223,1,1,8.667395E-07
223,3,11,8.199759E-05
224,1,1,8.540789E-07
224,3,11,8.198686E-05
225,1,1,8.416373E-07
225,3,11,8.197475E-05
226,1,1,8.294023E-07
226,3,11,8.196131E-05
227,1,1,8.173677E-07
227,3,11,8.194661E-05
228,1,1,8.055384E-07
228,3,11,8.19307E-05
229,1,1,7.938427E-07
229,3,11,8.191342E-05
230,1,1,7.822906E-07
230,3,11,8.189474E-05
231,1,1,7.708754E-07
231,3,11,8.187475E-05
232,1,1,7.596006E-07
232,3,11,8.185351E-05
233,1,1,7.484634E-07
233,3,11,8.183109E-05
234,1,1,7.374533E-07
234,3,11,8.180755E-05
235,1,1,7.265369E-07
235,3,11,8.178291E-05
236,1,1,7.157092E-07
236,3,11,8.175722E-05
237,1,1,7.049671E-07
237,3,11,8.173052E-05
238,1,1,6.943107E-07
238,3,11,8.170286E-05
239,1,1,6.83716E-07
239,3,11,8.167426E-05
240,1,1,6.731875E-07
240,3,11,8.164479E-05
241,1,1,6.628509E-07
241,3,11,8.161448E-05
242,1,1,6.527478E-07
242,3,11,8.158338E-05
243,1,1,6.4287E-07
243,3,11,8.155155E-05
244,1,1,6.332259E-07
244,3,11,8.151899E-05
245,1,1,6.23827E-07
245,3,11,8.148578E-05
246,1,1,6.146813E-07
246,3,11,8.1452E-05
247,1,1,6.057766E-07
247,3,11,8.141767E-05
248,1,1,5.971101E-07
248,3,11,8.138284E-05
249,1,1,5.886855E-07
249,3,11,8.13476E-05
250,1,1,5.805055E-07
250,3,11,8.131196E-05
251,1,1,5.725568E-07
251,3,11,8.127598E-05
252,1,1,5.648341E-07
252,3,11,8.123969E-05
253,1,1,5.572843E-07
253,3,11,8.12025E-05
254,1,1,5.499135E-07
254,3,11,8.116373E-05
255,1,1,5.427354E-07
255,3,11,8.112344E-05
256,1,1,5.357552E-07
256,3,11,8.10817E-05
257,1,1,5.289832E-07
257,3,11,8.103855E-05
258,1,1,5.224264E-07
258,3,11,8.099402E-05
259,1,1,5.160776E-07
259,3,11,8.094819E-05
260,1,1,5.099314E-07
260,3,11,8.09011E-05
261,1,1,5.039882E-07
261,3,11,8.085282E-05
262,1,1,4.982466E-07
262,3,11,8.080341E-05
263,1,1,4.926982E-07
263,3,11,8.075292E-05
264,1,1,4.873274E-07
264,3,11,8.070145E-05
265,1,1,4.821858E-07
265,3,11,8.064911E-05
266,1,1,4.772719E-07
266,3,11,8.059602E-05
267,1,1,4.725551E-07
267,3,11,8.054228E-05
268,1,1,4.680127E-07
268,3,11,8.0488E-05
269,1,1,4.636229E-07
269,3,11,8.043329E-05
270,1,1,4.593686E-07
270,3,11,8.037823E-05
271,1,1,4.552315E-07
271,3,11,8.032293E-05
272,1,1,4.511921E-07
272,3,11,8.026744E-05
273,1,1,4.472294E-07
273,3,11,8.021187E-05
274,1,1,4.433191E-07
274,3,11,8.015626E-05
275,1,1,4.394341E-07
275,3,11,8.010068E-05
276,1,1,4.355526E-07
276,3,11,8.004517E-05
277,1,1,4.317336E-07
277,3,11,7.998983E-05
278,1,1,4.279881E-07
278,3,11,7.993486E-05
279,1,1,4.242885E-07
279,3,11,7.988026E-05
280,1,1,4.206296E-07
280,3,11,7.982612E-05
281,1,1,4.170084E-07
281,3,11,7.977247E-05
282,1,1,4.134249E-07
282,3,11,7.971936E-05
283,1,1,4.098813E-07
283,3,11,7.966681E-05
284,1,1,4.063821E-07
284,3,11,7.961487E-05
285,1,1,4.029309E-07
285,3,11,7.956356E-05
286,1,1,3.995368E-07
286,3,11,7.951294E-05
287,1,1,3.962111E-07
287,3,11,7.946301E-05
288,1,1,3.929663E-07
288,3,11,7.941382E-05
289,1,1,3.898988E-07
289,3,11,7.936404E-05
290,1,1,3.870427E-07
290,3,11,7.931239E-05
291,1,1,3.84378E-07
291,3,11,7.925905E-05
292,1,1,3.819113E-07
292,3,11,7.920423E-05
293,1,1,3.796469E-07
293,3,11,7.914808E-05
294,1,1,3.775858E-07
294,3,11,7.909077E-05
295,1,1,3.757243E-07
295,3,11,7.903243E-05
296,1,1,3.740539E-07
296,3,11,7.897321E-05
297,1,1,3.725617E-07
297,3,11,7.891322E-05
298,1,1,3.712296E-07
298,3,11,7.885255E-05
299,1,1,3.700357E-07
299,3,11,7.879127E-05
300,1,1,3.689538E-07
300,3,11,7.872946E-05
301,1,1,3.679509E-07
301,3,11,7.86692E-05
302,1,1,3.670032E-07
302,3,11,7.861261E-05
303,1,1,3.660808E-07
303,3,11,7.855963E-05
304,1,1,3.65152E-07
304,3,11,7.851017E-05
305,1,1,3.641863E-07
305,3,11,7.846413E-05
306,1,1,3.631577E-07
306,3,11,7.842145E-05
307,1,1,3.620436E-07
307,3,11,7.838204E-05
308,1,1,3.608285E-07
308,3,11,7.834585E-05
309,1,1,3.595073E-07
309,3,11,7.83128E-05
310,1,1,3.580828E-07
310,3,11,7.828286E-05
311,1,1,3.565656E-07
311,3,11,7.8256E-05
312,1,1,3.549677E-07
312,3,11,7.82322E-05
313,1,1,3.534809E-07
313,3,11,7.82112E-05
314,1,1,3.522294E-07
314,3,11,7.819267E-05
315,1,1,3.512549E-07
315,3,11,7.817656E-05
316,1,1,3.506327E-07
316,3,11,7.81628E-05
317,1,1,3.50434E-07
317,3,11,7.815133E-05
318,1,1,3.507279E-07
318,3,11,7.814213E-05
319,1,1,3.515788E-07
319,3,11,7.813515E-05
320,1,1,3.530457E-07
320,3,11,7.813035E-05
321,1,1,3.551815E-07
321,3,11,7.812771E-05
322,1,1,3.580334E-07
322,3,11,7.81272E-05
323,1,1,3.616385E-07
323,3,11,7.81288E-05
324,1,1,3.660309E-07
324,3,11,7.813249E-05
325,1,1,3.709836E-07
325,3,11,7.813809E-05
326,1,1,3.76384E-07
326,3,11,7.814547E-05
327,1,1,3.822574E-07
327,3,11,7.815462E-05
328,1,1,3.885555E-07
328,3,11,7.816553E-05
329,1,1,3.952365E-07
329,3,11,7.817823E-05
330,1,1,4.022507E-07
330,3,11,7.819269E-05
331,1,1,4.095566E-07
331,3,11,7.820894E-05
332,1,1,4.171046E-07
332,3,11,7.822696E-05
333,1,1,4.248538E-07
333,3,11,7.824676E-05
334,1,1,4.327611E-07
334,3,11,7.826832E-05
335,1,1,4.407833E-07
335,3,11,7.829164E-05
336,1,1,4.488833E-07
336,3,11,7.831668E-05
337,1,1,4.570586E-07
337,3,11,7.83436E-05
338,1,1,4.652946E-07
338,3,11,7.837251E-05
339,1,1,4.735583E-07
339,3,11,7.840335E-05
340,1,1,4.818331E-07
340,3,11,7.843608E-05
341,1,1,4.901048E-07
341,3,11,7.847066E-05
342,1,1,4.983575E-07
342,3,11,7.850702E-05
343,1,1,5.065746E-07
343,3,11,7.854511E-05
344,1,1,5.147463E-07
344,3,11,7.858491E-05
345,1,1,5.228548E-07
345,3,11,7.862639E-05
346,1,1,5.3089E-07
346,3,11,7.866949E-05
347,1,1,5.388382E-07
347,3,11,7.871421E-05
348,1,1,5.466878E-07
348,3,11,7.876052E-05
349,1,1,5.543874E-07
349,3,11,7.880849E-05
350,1,1,5.619287E-07
350,3,11,7.885823E-05
351,1,1,5.693283E-07
351,3,11,7.890965E-05
352,1,1,5.765888E-07
352,3,11,7.896275E-05
353,1,1,5.837036E-07
353,3,11,7.90175E-05
354,1,1,5.906734E-07
354,3,11,7.907385E-05
355,1,1,5.97487E-07
355,3,11,7.913179E-05
356,1,1,6.041392E-07
356,3,11,7.919127E-05
357,1,1,6.106262E-07
357,3,11,7.925226E-05
358,1,1,6.169312E-07
358,3,11,7.931474E-05
359,1,1,6.230497E-07
359,3,11,7.937865E-05
360,1,1,6.289765E-07
360,3,11,7.944397E-05
361,1,1,6.348466E-07
361,3,11,7.951083E-05
362,1,1,6.406335E-07
362,3,11,7.95794E-05
363,1,1,6.462655E-07
363,3,11,7.964965E-05
364,1,1,6.517203E-07
364,3,11,7.97216E-05
365,1,1,6.56984E-07
365,3,11,7.97952E-05
366,1,1,6.620519E-07
366,3,11,7.987046E-05
367,1,1,6.669304E-07
367,3,11,7.994736E-05
368,1,1,6.716296E-07
368,3,11,8.002589E-05
369,1,1,6.761625E-07
369,3,11,8.010602E-05
370,1,1,6.805436E-07
370,3,11,8.018774E-05
371,1,1,6.847873E-07
371,3,11,8.027101E-05
372,1,1,6.889082E-07
372,3,11,8.035581E-05
373,1,1,6.929515E-07
373,3,11,8.044164E-05
374,1,1,6.969701E-07
374,3,11,8.052796E-05
375,1,1,7.009833E-07
375,3,11,8.061479E-05
376,1,1,7.04987E-07
376,3,11,8.070213E-05
377,1,1,7.089603E-07
377,3,11,8.079E-05
378,1,1,7.128731E-07
378,3,11,8.08784E-05
379,1,1,7.166896E-07
379,3,11,8.096734E-05
380,1,1,7.20371E-07
380,3,11,8.105681E-05
381,1,1,7.238784E-07
381,3,11,8.114681E-05
382,1,1,7.271736E-07
382,3,11,8.123733E-05
383,1,1,7.302208E-07
383,3,11,8.132837E-05
384,1,1,7.329879E-07
384,3,11,8.141991E-05
385,1,1,7.355052E-07
385,3,11,8.151145E-05
386,1,1,7.377682E-07
386,3,11,8.160248E-05
387,1,1,7.397664E-07
387,3,11,8.1693E-05
388,1,1,7.414871E-07
388,3,11,8.178302E-05
389,1,1,7.42918E-07
389,3,11,8.187254E-05
390,1,1,7.440498E-07
390,3,11,8.196155E-05
391,1,1,7.448784E-07
391,3,11,8.205004E-05
392,1,1,7.45405E-07
392,3,11,8.213802E-05
393,1,1,7.456351E-07
393,3,11,8.222544E-05
394,1,1,7.455791E-07
394,3,11,8.231233E-05
395,1,1,7.452516E-07
395,3,11,8.239866E-05
396,1,1,7.4467E-07
396,3,11,8.248442E-05
