Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
1997:2, 5185.453, 15431.85, 0, 6.944747, 0.8221026, 13.41565, 0, 66.85473, 1.909948, 10.05282, 17.15787, 25.04965, 3.057234, 65.18925, 1630.936, 1603.387, 2265.688, 40.02551, 1.033469, 0.2949021, 3268.852, 0.630389, 2.975989, 2.966649, 1.012753, 0.7740754, 0.1893308, 0.2002619, 0.1968187, 
1997:3, 5185.576, 15430.37, 0, 6.944978, 0.822167, 13.41719, 0, 66.85689, 1.909821, 10.04897, 17.16063, 25.05167, 3.057219, 65.18549, 1630.989, 1603.349, 2265.688, 40.01569, 1.029726, 0.2948976, 3268.82, 0.6303678, 2.975632, 2.966549, 1.012061, 0.7724293, 0.1893309, 0.2002605, 0.1968178, 
1997:4, 5185.664, 15428.82, 0, 6.945201, 0.8222336, 13.41869, 0, 66.85899, 1.90971, 10.04517, 17.16328, 25.05366, 3.057211, 65.18188, 1631.026, 1603.311, 2265.682, 40.00581, 1.026114, 0.2948932, 3268.77, 0.6303475, 2.975284, 2.966451, 1.011378, 0.770817, 0.1893303, 0.2002584, 0.1968163, 
1997:5, 5185.728, 15427.25, 0, 6.945419, 0.8223022, 13.42017, 0, 66.86107, 1.909614, 10.04142, 17.16584, 25.05561, 3.057206, 65.17844, 1631.053, 1603.273, 2265.673, 39.99596, 1.022645, 0.294889, 3268.709, 0.6303278, 2.974944, 2.96635, 1.010704, 0.7692698, 0.1893293, 0.200256, 0.1968143, 
1997:6, 5185.775, 15425.66, 0, 6.94563, 0.8223727, 13.42162, 0, 66.86313, 1.909531, 10.03773, 17.16833, 25.05754, 3.057204, 65.17519, 1631.073, 1603.237, 2265.661, 39.98617, 1.01933, 0.2948849, 3268.64, 0.6303087, 2.974611, 2.966239, 1.010039, 0.7678137, 0.1893279, 0.2002534, 0.1968121, 
1997:7, 5185.811, 15424.07, 0, 6.945833, 0.8224447, 13.42305, 0, 66.86515, 1.909458, 10.03408, 17.17075, 25.05944, 3.057204, 65.1721, 1631.087, 1603.202, 2265.65, 39.97645, 1.016173, 0.294881, 3268.565, 0.63029, 2.974283, 2.966113, 1.009381, 0.7664699, 0.1893263, 0.2002505, 0.1968097, 
1997:8, 5185.838, 15422.49, 0, 6.946021, 0.8225183, 13.42445, 0, 66.86713, 1.909397, 10.03047, 17.17313, 25.0613, 3.057205, 65.16918, 1631.099, 1603.169, 2265.638, 39.96682, 1.013177, 0.2948772, 3268.486, 0.6302715, 2.973962, 2.965971, 1.00873, 0.7652559, 0.1893246, 0.2002476, 0.1968072, 
1997:9, 5185.862, 15420.92, 0, 6.946209, 0.822593, 13.42583, 0, 66.8691, 1.909344, 10.02691, 17.17547, 25.06315, 3.057208, 65.16642, 1631.108, 1603.137, 2265.627, 39.95727, 1.010343, 0.2948735, 3268.407, 0.6302534, 2.973646, 2.965807, 1.008085, 0.7641873, 0.1893227, 0.2002445, 0.1968045, 
1997:10, 5185.879, 15419.35, 0, 6.946383, 0.8226695, 13.42719, 0, 66.87105, 1.909301, 10.02339, 17.17776, 25.06499, 3.05721, 65.16384, 1631.115, 1603.106, 2265.616, 39.94781, 1.007676, 0.2948699, 3268.324, 0.6302353, 2.973335, 2.965621, 1.007445, 0.7632813, 0.1893207, 0.2002413, 0.1968017, 
1997:11, 5185.895, 15417.8, 0, 6.946555, 0.8227477, 13.42855, 0, 66.87299, 1.909268, 10.01989, 17.18004, 25.0668, 3.057214, 65.16142, 1631.12, 1603.076, 2265.606, 39.93841, 1.005182, 0.2948664, 3268.242, 0.6302176, 2.973026, 2.965407, 1.006809, 0.7625601, 0.1893186, 0.2002382, 0.1967989, 
1997:12, 5185.908, 15416.26, 0, 6.946713, 0.8228277, 13.42988, 0, 66.87491, 1.909245, 10.01641, 17.18231, 25.06859, 3.057217, 65.15916, 1631.125, 1603.047, 2265.596, 39.92908, 1.002856, 0.294863, 3268.158, 0.6301997, 2.972721, 2.965167, 1.006175, 0.7620317, 0.1893165, 0.2002349, 0.196796, 
1998:1, 5187.667, 15434.66, 0, 6.943443, 0.8241897, 13.41846, 0, 66.85373, 1.918871, 10.04131, 17.17642, 25.05851, 3.056687, 65.32961, 1631.824, 1603.019, 2265.773, 39.90548, 1.174092, 0.2948878, 3270.001, 0.6303415, 2.97526, 2.939108, 1.004805, 0.9107812, 0.189353, 0.2002793, 0.1968378, 
1998:2, 5187.223, 15429.77, 0, 6.944287, 0.8242952, 13.42163, 0, 66.85787, 1.918479, 10.03345, 17.1801, 25.06236, 3.056783, 65.31612, 1631.639, 1602.975, 2265.683, 39.8845, 1.160431, 0.2948808, 3269.601, 0.6303181, 2.974572, 2.940744, 1.00352, 0.8999458, 0.1893397, 0.2002637, 0.196823, 
1998:3, 5186.972, 15425.67, 0, 6.944998, 0.8243917, 13.42458, 0, 66.86175, 1.918079, 10.02619, 17.18384, 25.06592, 3.056841, 65.30398, 1631.536, 1602.949, 2265.641, 39.86558, 1.147999, 0.2948743, 3269.311, 0.6302929, 2.973925, 2.942223, 1.00231, 0.8900858, 0.18933, 0.2002518, 0.1968118, 
1998:4, 5186.846, 15422.12, 0, 6.945616, 0.82448, 13.42735, 0, 66.86543, 1.917684, 10.01944, 17.18758, 25.06926, 3.056876, 65.29282, 1631.487, 1602.926, 2265.624, 39.84826, 1.136646, 0.294868, 3269.097, 0.6302668, 2.973314, 2.94356, 1.001164, 0.8811091, 0.1893226, 0.2002423, 0.1968031, 
1998:5, 5186.795, 15418.97, 0, 6.946153, 0.8245615, 13.42997, 0, 66.86892, 1.917304, 10.0131, 17.19129, 25.07245, 3.056896, 65.28249, 1631.47, 1602.901, 2265.617, 39.83218, 1.126236, 0.2948621, 3268.927, 0.6302401, 2.972735, 2.944765, 1.00007, 0.8729222, 0.1893168, 0.2002345, 0.1967959, 
1998:6, 5186.788, 15416.09, 0, 6.946636, 0.8246396, 13.43245, 0, 66.87227, 1.916946, 10.00707, 17.19492, 25.07548, 3.056908, 65.27292, 1631.471, 1602.873, 2265.612, 39.8171, 1.116645, 0.2948564, 3268.785, 0.6302137, 2.972184, 2.945857, 0.9990194, 0.8654318, 0.189312, 0.2002278, 0.1967898, 
1998:7, 5186.802, 15413.38, 0, 6.947073, 0.8247152, 13.43483, 0, 66.87548, 1.916614, 10.00127, 17.19848, 25.07841, 3.056914, 65.26401, 1631.48, 1602.841, 2265.607, 39.8028, 1.107755, 0.294851, 3268.657, 0.6301874, 2.971655, 2.946847, 0.9980035, 0.8585436, 0.1893078, 0.2002218, 0.1967844, 
1998:8, 5186.825, 15410.79, 0, 6.947477, 0.824791, 13.43713, 0, 66.87864, 1.916311, 9.995643, 17.20198, 25.08125, 3.05692, 65.25571, 1631.493, 1602.805, 2265.601, 39.78913, 1.099462, 0.2948457, 3268.537, 0.6301613, 2.971142, 2.947752, 0.9970147, 0.8521649, 0.1893039, 0.2002162, 0.1967794, 
1998:9, 5186.849, 15408.27, 0, 6.947855, 0.8248668, 13.43937, 0, 66.88174, 1.916035, 9.990127, 17.2054, 25.08405, 3.056925, 65.24791, 1631.506, 1602.768, 2265.592, 39.77597, 1.091676, 0.2948405, 3268.416, 0.6301353, 2.970642, 2.948585, 0.9960466, 0.8462173, 0.1893003, 0.2002109, 0.1967747, 
1998:10, 5186.87, 15405.78, 0, 6.948217, 0.8249449, 13.44157, 0, 66.8848, 1.915787, 9.984674, 17.20877, 25.08679, 3.05693, 65.24061, 1631.517, 1602.73, 2265.582, 39.76324, 1.084343, 0.2948354, 3268.295, 0.6301094, 2.97015, 2.949352, 0.9950942, 0.8406597, 0.1892968, 0.2002057, 0.1967701, 
1998:11, 5186.888, 15403.31, 0, 6.948573, 0.8250241, 13.44374, 0, 66.88783, 1.915562, 9.979249, 17.21209, 25.0895, 3.056936, 65.23367, 1631.527, 1602.692, 2265.571, 39.75085, 1.077376, 0.2948303, 3268.174, 0.6300837, 2.969664, 2.950066, 0.9941528, 0.8354021, 0.1892934, 0.2002007, 0.1967656, 
1998:12, 5186.902, 15400.84, 0, 6.948914, 0.8251054, 13.4459, 0, 66.8909, 1.915361, 9.973826, 17.21538, 25.0922, 3.056943, 65.22706, 1631.534, 1602.653, 2265.561, 39.73877, 1.070704, 0.2948252, 3268.047, 0.6300576, 2.96918, 2.950741, 0.9932189, 0.830369, 0.18929, 0.2001957, 0.1967612, 
1999:1, 5189.62, 15428.95, 0, 6.94263, 0.8271503, 13.4285, 0, 66.86032, 1.929306, 10.0121, 17.20598, 25.07676, 3.056136, 65.48131, 1632.617, 1602.616, 2265.836, 39.70502, 1.326134, 0.2948628, 3270.672, 0.6302335, 2.973041, 2.919758, 0.9911415, 1.021471, 0.1893492, 0.2002656, 0.1968275, 
1999:2, 5188.844, 15420.71, 0, 6.943965, 0.8272685, 13.43377, 0, 66.86754, 1.928456, 9.999004, 17.21174, 25.083, 3.056307, 65.45486, 1632.295, 1602.555, 2265.69, 39.67573, 1.299413, 0.2948509, 3269.961, 0.6301906, 2.971896, 2.922384, 0.9892246, 1.002718, 0.1893273, 0.20024, 0.1968031, 
1999:3, 5188.419, 15413.98, 0, 6.945067, 0.8273804, 13.43857, 0, 66.87415, 1.927643, 9.987196, 17.21752, 25.08862, 3.05641, 65.43201, 1632.121, 1602.522, 2265.63, 39.64978, 1.276155, 0.2948402, 3269.462, 0.6301461, 2.970843, 2.924662, 0.9874426, 0.9865802, 0.1893116, 0.2002209, 0.1967852, 
1999:4, 5188.213, 15408.32, 0, 6.945993, 0.8274844, 13.44298, 0, 66.88025, 1.926875, 9.976428, 17.22323, 25.09379, 3.05647, 65.41178, 1632.041, 1602.495, 2265.61, 39.62635, 1.255676, 0.2948304, 3269.1, 0.6301013, 2.96987, 2.926648, 0.9857721, 0.9725723, 0.1892999, 0.2002061, 0.1967714, 
1999:5, 5188.136, 15403.4, 0, 6.946783, 0.827582, 13.44707, 0, 66.88593, 1.92616, 9.966489, 17.2288, 25.09859, 3.056505, 65.39359, 1632.015, 1602.463, 2265.606, 39.60487, 1.237448, 0.2948214, 3268.822, 0.6300572, 2.968966, 2.928387, 0.9841928, 0.9603042, 0.1892908, 0.2001942, 0.1967604, 
1999:6, 5188.127, 15398.98, 0, 6.947467, 0.8276761, 13.45089, 0, 66.89128, 1.925501, 9.957208, 17.23421, 25.10312, 3.056524, 65.37713, 1632.017, 1602.423, 2265.605, 39.58487, 1.221054, 0.2948129, 3268.593, 0.6300139, 2.96812, 2.929919, 0.9826869, 0.9494615, 0.1892833, 0.200184, 0.1967512, 
1999:7, 5188.15, 15394.9, 0, 6.948075, 0.8277694, 13.45449, 0, 66.89635, 1.9249, 9.94842, 17.23944, 25.1074, 3.056537, 65.36214, 1632.033, 1602.377, 2265.601, 39.56606, 1.206165, 0.2948049, 3268.389, 0.629972, 2.967321, 2.931278, 0.9812385, 0.9397919, 0.1892768, 0.2001749, 0.196743, 
1999:8, 5188.183, 15391.04, 0, 6.948634, 0.8278637, 13.45792, 0, 66.90123, 1.924356, 9.940004, 17.2445, 25.11152, 3.056547, 65.34843, 1632.052, 1602.325, 2265.592, 39.54815, 1.192519, 0.2947974, 3268.198, 0.6299311, 2.966557, 2.932494, 0.9798338, 0.931091, 0.1892708, 0.2001665, 0.1967354, 
1999:9, 5188.212, 15387.31, 0, 6.949152, 0.8279608, 13.46123, 0, 66.90594, 1.923867, 9.931834, 17.24942, 25.11551, 3.056556, 65.3358, 1632.069, 1602.27, 2265.578, 39.53099, 1.179906, 0.2947901, 3268.01, 0.6298913, 2.965821, 2.933589, 0.9784608, 0.9231899, 0.1892651, 0.2001585, 0.1967282, 
1999:10, 5188.235, 15383.65, 0, 6.949656, 0.8280617, 13.46446, 0, 66.91058, 1.923428, 9.92382, 17.25422, 25.11937, 3.056567, 65.32407, 1632.082, 1602.214, 2265.562, 39.5144, 1.168154, 0.2947829, 3267.822, 0.6298524, 2.965102, 2.934586, 0.9771096, 0.9159453, 0.1892595, 0.2001507, 0.1967211, 
1999:11, 5188.249, 15380.02, 0, 6.950147, 0.8281667, 13.46764, 0, 66.91514, 1.923035, 9.915873, 17.25893, 25.12321, 3.056578, 65.31312, 1632.091, 1602.157, 2265.544, 39.49828, 1.157128, 0.2947759, 3267.632, 0.629814, 2.964395, 2.935501, 0.9757714, 0.9092519, 0.189254, 0.2001432, 0.1967143, 
1999:12, 5188.255, 15376.39, 0, 6.950642, 0.8282769, 13.47079, 0, 66.91967, 1.922685, 9.907922, 17.26358, 25.12699, 3.056592, 65.30282, 1632.096, 1602.101, 2265.526, 39.48252, 1.146722, 0.2947689, 3267.438, 0.629776, 2.963692, 2.936346, 0.9744392, 0.9030237, 0.1892487, 0.2001357, 0.1967076, 
2000:1, 5189.855, 15390.77, 0, 6.945451, 0.8296115, 13.46257, 0, 66.90626, 1.929939, 9.926188, 17.26081, 25.12009, 3.056117, 65.44044, 1632.746, 1602.046, 2265.677, 39.45449, 1.285064, 0.2947887, 3268.635, 0.6298125, 2.96555, 2.910289, 0.9723896, 1.018384, 0.1892652, 0.2001611, 0.1967301, 
2000:2, 5189.347, 15383.27, 0, 6.946915, 0.8297011, 13.46783, 0, 66.91354, 1.929017, 9.913007, 17.26703, 25.12616, 3.056242, 65.41431, 1632.536, 1601.976, 2265.572, 39.42949, 1.258584, 0.2947776, 3268.091, 0.6297691, 2.964395, 2.912924, 0.9704706, 1.000057, 0.1892492, 0.2001414, 0.1967116, 
2000:3, 5189.068, 15376.82, 0, 6.948189, 0.8297918, 13.47273, 0, 66.92036, 1.928148, 9.900786, 17.27321, 25.13181, 3.056322, 65.39108, 1632.423, 1601.926, 2265.525, 39.40673, 1.234947, 0.2947673, 3267.684, 0.6297246, 2.963311, 2.91534, 0.9686593, 0.9836106, 0.1892374, 0.200126, 0.1966974, 
2000:4, 5188.932, 15371.13, 0, 6.949325, 0.8298823, 13.47732, 0, 66.92679, 1.927337, 9.889353, 17.2793, 25.13711, 3.056376, 65.37006, 1632.37, 1601.881, 2265.507, 39.38568, 1.213674, 0.2947575, 3267.367, 0.62968, 2.962291, 2.917561, 0.9669363, 0.9687753, 0.1892284, 0.2001136, 0.1966862, 
2000:5, 5188.882, 15365.96, 0, 6.950346, 0.8299739, 13.48166, 0, 66.93288, 1.926585, 9.878543, 17.28524, 25.14213, 3.05641, 65.35087, 1632.354, 1601.835, 2265.5, 39.36592, 1.194384, 0.2947481, 3267.107, 0.629636, 2.961324, 2.919609, 0.9652846, 0.9553264, 0.1892211, 0.2001031, 0.1966767, 
2000:6, 5188.876, 15361.16, 0, 6.951285, 0.8300685, 13.48578, 0, 66.93874, 1.925894, 9.868224, 17.29104, 25.14696, 3.056436, 65.33325, 1632.355, 1601.786, 2265.496, 39.34713, 1.176756, 0.2947393, 3266.879, 0.6295928, 2.960402, 2.921504, 0.9636901, 0.9430699, 0.1892148, 0.2000938, 0.1966685, 
2000:7, 5188.893, 15356.62, 0, 6.952157, 0.8301674, 13.48974, 0, 66.94437, 1.925262, 9.858282, 17.29669, 25.15159, 3.056456, 65.31699, 1632.366, 1601.732, 2265.49, 39.32907, 1.160525, 0.2947308, 3266.67, 0.6295506, 2.959517, 2.923266, 0.9621407, 0.9318389, 0.1892091, 0.2000853, 0.1966609, 
2000:8, 5188.914, 15352.24, 0, 6.952984, 0.8302718, 13.49357, 0, 66.94985, 1.924686, 9.848631, 17.30221, 25.15609, 3.056474, 65.30194, 1632.378, 1601.676, 2265.483, 39.31159, 1.145473, 0.2947226, 3266.469, 0.6295092, 2.958661, 2.924911, 0.9606266, 0.9214906, 0.1892038, 0.2000772, 0.1966537, 
2000:9, 5188.937, 15347.98, 0, 6.953774, 0.8303818, 13.4973, 0, 66.95519, 1.92416, 9.839183, 17.3076, 25.16048, 3.056491, 65.28788, 1632.39, 1601.618, 2265.473, 39.29453, 1.13142, 0.2947146, 3266.273, 0.6294687, 2.957828, 2.926458, 0.959139, 0.9119033, 0.1891986, 0.2000694, 0.1966468, 
2000:10, 5188.955, 15343.8, 0, 6.954545, 0.8304977, 13.50095, 0, 66.96045, 1.923679, 9.829887, 17.3129, 25.16479, 3.056508, 65.2747, 1632.399, 1601.56, 2265.462, 39.27779, 1.118213, 0.2947068, 3266.079, 0.629429, 2.957011, 2.927917, 0.9576709, 0.9029698, 0.1891935, 0.2000617, 0.19664, 
2000:11, 5188.969, 15339.67, 0, 6.955297, 0.8306194, 13.50454, 0, 66.96562, 1.923239, 9.820681, 17.31811, 25.16902, 3.056526, 65.26227, 1632.407, 1601.501, 2265.45, 39.2613, 1.105728, 0.2946992, 3265.884, 0.6293898, 2.956207, 2.929304, 0.9562165, 0.8945982, 0.1891885, 0.2000541, 0.1966333, 
2000:12, 5188.978, 15335.56, 0, 6.956052, 0.8307473, 13.50809, 0, 66.97076, 1.922837, 9.811526, 17.32327, 25.17319, 3.056545, 65.25047, 1632.411, 1601.444, 2265.438, 39.24498, 1.093862, 0.2946917, 3265.69, 0.6293513, 2.95541, 2.930628, 0.9547711, 0.8867104, 0.1891834, 0.2000466, 0.1966266, 
2001:1, 5191.674, 15362.28, 0, 6.95029, 0.8327844, 13.49193, 0, 66.94091, 1.935559, 9.848525, 17.31562, 25.16019, 3.05574, 65.48574, 1633.505, 1601.387, 2265.709, 39.20749, 1.330202, 0.2947253, 3268.327, 0.6295324, 2.959023, 2.920235, 0.9520808, 1.044021, 0.189237, 0.2001093, 0.1966863, 
2001:2, 5190.767, 15351.36, 0, 6.952215, 0.8328627, 13.49918, 0, 66.95143, 1.934136, 9.830156, 17.32364, 25.16838, 3.055958, 65.44588, 1633.127, 1601.307, 2265.544, 39.17459, 1.289929, 0.2947094, 3267.424, 0.6294684, 2.957436, 2.92415, 0.9495742, 1.016429, 0.1892117, 0.2000792, 0.1966577, 
2001:3, 5190.27, 15342.25, 0, 6.953873, 0.8329406, 13.50586, 0, 66.96114, 1.932777, 9.813385, 17.33165, 25.17583, 3.056097, 65.41064, 1632.922, 1601.257, 2265.477, 39.14508, 1.254201, 0.2946951, 3266.775, 0.6294038, 2.955964, 2.927734, 0.9472216, 0.9915955, 0.1891935, 0.2000565, 0.1966366, 
2001:4, 5190.027, 15334.41, 0, 6.955328, 0.833016, 13.51206, 0, 66.97019, 1.931489, 9.797919, 17.33954, 25.18272, 3.056184, 65.37883, 1632.826, 1601.213, 2265.457, 39.11808, 1.222164, 0.294682, 3266.291, 0.6293399, 2.954592, 2.931032, 0.9449978, 0.9690472, 0.1891799, 0.2000387, 0.1966202, 
2001:5, 5189.934, 15327.47, 0, 6.956627, 0.833091, 13.51785, 0, 66.97865, 1.930281, 9.783501, 17.34722, 25.18914, 3.056239, 65.34984, 1632.794, 1601.163, 2265.454, 39.09299, 1.19317, 0.29467, 3265.911, 0.6292779, 2.953307, 2.934086, 0.9428812, 0.9484114, 0.1891692, 0.2000241, 0.1966069, 
2001:6, 5189.92, 15321.14, 0, 6.95781, 0.8331667, 13.5233, 0, 66.98666, 1.929154, 9.769928, 17.35466, 25.19519, 3.056278, 65.32318, 1632.795, 1601.105, 2265.453, 39.06936, 1.166644, 0.2946588, 3265.59, 0.6292179, 2.952096, 2.936939, 0.9408529, 0.929319, 0.1891603, 0.2000115, 0.1965956, 
2001:7, 5189.942, 15315.24, 0, 6.958911, 0.8332445, 13.52848, 0, 66.99425, 1.928105, 9.757022, 17.36183, 25.20093, 3.056307, 65.29852, 1632.811, 1601.04, 2265.449, 39.04687, 1.142128, 0.2946483, 3265.306, 0.6291603, 2.950946, 2.939635, 0.9388968, 0.9114594, 0.1891523, 0.2000001, 0.1965853, 
2001:8, 5189.975, 15309.63, 0, 6.959961, 0.8333253, 13.53343, 0, 67.00153, 1.92713, 9.744637, 17.36876, 25.20641, 3.056332, 65.27551, 1632.83, 1600.969, 2265.439, 39.02528, 1.11926, 0.2946385, 3265.041, 0.6291053, 2.949846, 2.942207, 0.9369993, 0.8945805, 0.1891448, 0.1999895, 0.1965758, 
2001:9, 5190.005, 15304.22, 0, 6.960968, 0.8334105, 13.53821, 0, 67.00855, 1.926222, 9.73266, 17.37544, 25.21167, 3.056355, 65.25396, 1632.849, 1600.894, 2265.424, 39.00444, 1.097769, 0.294629, 3264.785, 0.6290524, 2.948786, 2.944682, 0.9351488, 0.8784905, 0.1891377, 0.1999793, 0.1965666, 
2001:10, 5190.029, 15298.95, 0, 6.961959, 0.8335001, 13.54284, 0, 67.01535, 1.925376, 9.720984, 17.38192, 25.21675, 3.056379, 65.23363, 1632.864, 1600.819, 2265.406, 38.98421, 1.077444, 0.2946199, 3264.536, 0.6290015, 2.947758, 2.947083, 0.9333358, 0.8630415, 0.1891308, 0.1999694, 0.1965577, 
2001:11, 5190.045, 15293.79, 0, 6.962939, 0.8335947, 13.54737, 0, 67.02199, 1.924585, 9.709531, 17.38823, 25.22169, 3.056404, 65.21434, 1632.874, 1600.744, 2265.386, 38.96449, 1.058121, 0.2946111, 3264.29, 0.6289521, 2.946754, 2.949429, 0.9315524, 0.8481191, 0.1891239, 0.1999597, 0.196549, 
2001:12, 5190.053, 15288.69, 0, 6.963919, 0.8336941, 13.55181, 0, 67.0285, 1.923845, 9.698236, 17.39437, 25.22648, 3.05643, 65.19595, 1632.881, 1600.671, 2265.365, 38.94521, 1.039672, 0.2946024, 3264.046, 0.6289043, 2.945767, 2.951734, 0.9297921, 0.8336319, 0.1891172, 0.1999502, 0.1965405, 
2002:1, 5198.175, 15374.69, 0, 6.937054, 0.8375697, 13.49761, 0, 66.95022, 1.952358, 9.825185, 17.36251, 25.17921, 3.054147, 65.79556, 1636.21, 1600.6, 2266.175, 38.86954, 1.642661, 0.2947252, 3270.539, 0.6291706, 2.957708, 2.864232, 0.9242853, 1.256826, 0.1892839, 0.2001584, 0.196735, 
2002:2, 5194.474, 15339.26, 0, 6.944818, 0.8372054, 13.51943, 0, 66.98083, 1.946008, 9.771695, 17.38159, 25.20223, 3.055019, 65.63035, 1634.678, 1600.438, 2265.565, 38.81333, 1.475364, 0.2946787, 3267.485, 0.629031, 2.952995, 2.875297, 0.9197209, 1.159856, 0.1891964, 0.2000555, 0.1966371, 
2002:3, 5192.59, 15313.83, 0, 6.950964, 0.8369542, 13.53698, 0, 67.00527, 1.940774, 9.729053, 17.39872, 25.2199, 3.055517, 65.50512, 1633.909, 1600.392, 2265.355, 38.7697, 1.348233, 0.294642, 3265.659, 0.6289076, 2.94917, 2.885409, 0.9158561, 1.079705, 0.189144, 0.1999904, 0.1965762, 
2002:4, 5191.748, 15294.88, 0, 6.955943, 0.8367661, 13.55144, 0, 67.02532, 1.936388, 9.69413, 17.41416, 25.23404, 3.055796, 65.40625, 1633.577, 1600.365, 2265.323, 38.73429, 1.248599, 0.2946121, 3264.561, 0.6287981, 2.945997, 2.894667, 0.9125134, 1.012262, 0.1891124, 0.1999483, 0.1965376, 
2002:5, 5191.459, 15280.08, 0, 6.960059, 0.8366216, 13.56363, 0, 67.04225, 1.932673, 9.66477, 17.42809, 25.24577, 3.055952, 65.32577, 1633.477, 1600.319, 2265.349, 38.70435, 1.168235, 0.2945869, 3263.872, 0.6287003, 2.943311, 2.903205, 0.9095622, 0.954327, 0.1890927, 0.1999198, 0.1965121, 
2002:6, 5191.433, 15267.95, 0, 6.963553, 0.8365099, 13.57414, 0, 67.05686, 1.929496, 9.639437, 17.44066, 25.25577, 3.056044, 65.25855, 1633.484, 1600.246, 2265.381, 38.67811, 1.101564, 0.2945653, 3263.403, 0.6286131, 2.940989, 2.911177, 0.9069045, 0.9033697, 0.1890796, 0.1998991, 0.1964939, 
2002:7, 5191.503, 15257.52, 0, 6.966603, 0.836426, 13.5834, 0, 67.06979, 1.926755, 9.617031, 17.45204, 25.26452, 3.056108, 65.2012, 1633.529, 1600.151, 2265.397, 38.65446, 1.044829, 0.2945464, 3263.039, 0.6285346, 2.938942, 2.918729, 0.9044662, 0.8575149, 0.1890698, 0.1998826, 0.1964797, 
2002:8, 5191.586, 15248.2, 0, 6.969345, 0.8363681, 13.59174, 0, 67.08142, 1.92437, 9.596751, 17.46241, 25.27232, 3.05616, 65.15141, 1633.577, 1600.042, 2265.392, 38.63265, 0.9954864, 0.2945294, 3262.726, 0.6284643, 2.937099, 2.92598, 0.9021918, 0.8154204, 0.1890616, 0.1998685, 0.1964676, 
2002:9, 5191.642, 15239.59, 0, 6.971874, 0.8363343, 13.59939, 0, 67.0921, 1.92228, 9.578016, 17.47192, 25.2794, 3.05621, 65.10748, 1633.612, 1599.926, 2265.37, 38.61221, 0.9517969, 0.2945139, 3262.431, 0.6284006, 2.935409, 2.933023, 0.9000381, 0.7761468, 0.1890541, 0.1998557, 0.1964566, 
2002:10, 5191.666, 15231.49, 0, 6.974262, 0.8363227, 13.60652, 0, 67.10207, 1.920433, 9.560401, 17.48072, 25.28589, 3.056262, 65.06822, 1633.63, 1599.811, 2265.337, 38.59281, 0.9125538, 0.2944995, 3262.143, 0.6283423, 2.933834, 2.939928, 0.8979719, 0.7390497, 0.1890469, 0.1998436, 0.1964461, 
2002:11, 5191.655, 15223.72, 0, 6.976568, 0.8363319, 13.61327, 0, 67.11145, 1.918791, 9.543591, 17.48896, 25.29191, 3.056316, 65.03271, 1633.632, 1599.701, 2265.301, 38.57422, 0.8769084, 0.2944859, 3261.86, 0.6282891, 2.932344, 2.946743, 0.8959673, 0.703698, 0.1890399, 0.199832, 0.1964361, 
2002:12, 5191.62, 15216.2, 0, 6.978826, 0.8363609, 13.61974, 0, 67.12038, 1.917324, 9.527355, 17.49671, 25.29752, 3.056372, 65.00033, 1633.621, 1599.598, 2265.263, 38.55626, 0.844251, 0.2944729, 3261.583, 0.6282399, 2.930916, 2.953502, 0.8940038, 0.6698096, 0.1890331, 0.1998209, 0.1964265, 
2003:1, 5189.991, 15189.99, 0, 6.989827, 0.8358945, 13.63862, 0, 67.14382, 1.910493, 9.481345, 17.51136, 25.31074, 3.056879, 64.86008, 1632.947, 1599.502, 2265.086, 38.54857, 0.703051, 0.2944336, 3260.43, 0.628215, 2.926785, 3.022451, 0.8929251, 0.4636198, 0.1889989, 0.1997724, 0.1963826, 
2003:2, 5190.602, 15188.85, 0, 6.989985, 0.8360178, 13.64104, 0, 67.14768, 1.910354, 9.474917, 17.51604, 25.31318, 3.05678, 64.85717, 1633.205, 1599.435, 2265.163, 38.5384, 0.7003574, 0.2944282, 3260.597, 0.6281732, 2.926222, 3.022221, 0.8917385, 0.4627358, 0.1890057, 0.1997777, 0.1963885, 
2003:3, 5190.876, 15186.44, 0, 6.990387, 0.8361458, 13.64378, 0, 67.15197, 1.910148, 9.467552, 17.52058, 25.31592, 3.056746, 64.85126, 1633.32, 1599.349, 2265.164, 38.52649, 0.6946123, 0.2944224, 3260.577, 0.6281362, 2.925603, 3.023176, 0.8904594, 0.4570545, 0.1890066, 0.1997771, 0.1963884, 
2003:4, 5190.961, 15183.19, 0, 6.990982, 0.8362812, 13.64682, 0, 67.15663, 1.909871, 9.459412, 17.52515, 25.31889, 3.056748, 64.84315, 1633.354, 1599.265, 2265.135, 38.51337, 0.6864737, 0.2944164, 3260.45, 0.6281015, 2.924929, 3.025104, 0.8891032, 0.4475604, 0.1890039, 0.1997728, 0.1963847, 
