Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
2009:8, 5190.64, 15071.67, 0, 7.013027, 0.8388289, 13.7465, 0, 67.30554, 1.890398, 9.205713, 17.64442, 25.38448, 3.057257, 64.45409, 1633.355, 1597.62, 2264.434, 38.13017, 0.2965751, 0.294295, 3255.233, 0.6271353, 2.903625, 3.406067, 0.8453164, -0.3682729, 0.1887899, 0.1995321, 0.1961535, 
2009:9, 5190.636, 15071.77, 0, 7.012497, 0.8388143, 13.74644, 0, 67.30599, 1.890308, 9.205958, 17.64438, 25.38467, 3.057256, 64.453, 1633.355, 1597.615, 2264.427, 38.12917, 0.2955129, 0.2942958, 3255.162, 0.627122, 2.903646, 3.404353, 0.8452803, -0.3735539, 0.1887875, 0.1995304, 0.1961516, 
2009:10, 5190.629, 15071.92, 0, 7.011963, 0.8387972, 13.74631, 0, 67.30637, 1.890224, 9.206353, 17.64425, 25.38482, 3.057255, 64.45209, 1633.355, 1597.611, 2264.419, 38.12852, 0.2946113, 0.2942968, 3255.094, 0.6271096, 2.903679, 3.402521, 0.8452728, -0.3782137, 0.1887852, 0.1995289, 0.1961498, 
2009:11, 5190.62, 15072.13, 0, 7.011425, 0.8387779, 13.74613, 0, 67.30663, 1.890149, 9.206886, 17.64405, 25.38492, 3.057255, 64.45137, 1633.353, 1597.607, 2264.411, 38.12822, 0.2938797, 0.2942979, 3255.027, 0.627098, 2.903725, 3.400549, 0.8452928, -0.3822241, 0.188783, 0.1995274, 0.1961481, 
2009:12, 5190.607, 15072.39, 0, 7.010881, 0.8387567, 13.7459, 0, 67.30684, 1.890084, 9.207546, 17.64375, 25.38498, 3.057254, 64.45085, 1633.349, 1597.603, 2264.402, 38.12824, 0.2933247, 0.2942991, 3254.963, 0.6270871, 2.903782, 3.398426, 0.8453393, -0.3855637, 0.1887809, 0.199526, 0.1961465, 
2010:1, 5189.622, 15060.34, 0, 7.010243, 0.8378952, 13.75428, 0, 67.32596, 1.883233, 9.188397, 17.64849, 25.39015, 3.057558, 64.34611, 1632.963, 1597.601, 2264.286, 38.13753, 0.1884377, 0.2942898, 3253.399, 0.6269047, 2.902012, 3.438387, 0.8459784, -0.9700261, 0.1887302, 0.1994812, 0.1960999, 
2010:2, 5189.884, 15062.39, 0, 7.010069, 0.8378187, 13.75311, 0, 67.32424, 1.883198, 9.191558, 17.64727, 25.38917, 3.057503, 64.3484, 1633.077, 1597.601, 2264.322, 38.14624, 0.1906274, 0.2942946, 3253.626, 0.6269169, 2.902259, 3.434047, 0.8466398, -0.9549276, 0.1887361, 0.1994878, 0.1961062, 
2010:3, 5190.019, 15064.11, 0, 7.009907, 0.8377455, 13.7519, 0, 67.32255, 1.88321, 9.194692, 17.64583, 25.38823, 3.057472, 64.35072, 1633.136, 1597.598, 2264.331, 38.15462, 0.1929061, 0.2942988, 3253.781, 0.6269304, 2.902515, 3.429649, 0.8473231, -0.9396984, 0.1887404, 0.1994926, 0.1961109, 
2010:4, 5190.077, 15065.63, 0, 7.009753, 0.837676, 13.75067, 0, 67.32084, 1.883257, 9.197802, 17.64422, 25.3873, 3.057457, 64.35317, 1633.161, 1597.598, 2264.33, 38.16278, 0.1952741, 0.2943025, 3253.89, 0.6269445, 2.902776, 3.425168, 0.8480247, -0.9243222, 0.1887438, 0.1994965, 0.1961146, 
2010:5, 5190.089, 15067.02, 0, 7.009596, 0.8376094, 13.74943, 0, 67.31915, 1.883328, 9.2009, 17.64251, 25.38641, 3.057452, 64.35575, 1633.165, 1597.602, 2264.326, 38.17084, 0.1977295, 0.2943058, 3253.97, 0.6269585, 2.903038, 3.420594, 0.8487419, -0.9088008, 0.1887467, 0.1994999, 0.1961178, 
2010:6, 5190.076, 15068.36, 0, 7.009435, 0.837545, 13.74818, 0, 67.31745, 1.883415, 9.203983, 17.64074, 25.38552, 3.057452, 64.35844, 1633.158, 1597.613, 2264.323, 38.17881, 0.2002681, 0.2943087, 3254.035, 0.6269726, 2.903302, 3.415925, 0.8494726, -0.8931522, 0.1887494, 0.199503, 0.1961208, 
2010:7, 5190.05, 15069.65, 0, 7.009264, 0.837482, 13.74691, 0, 67.31576, 1.883514, 9.207064, 17.63896, 25.38466, 3.057455, 64.36119, 1633.145, 1597.628, 2264.323, 38.18674, 0.2028822, 0.2943113, 3254.089, 0.626986, 2.903566, 3.411176, 0.850215, -0.8774175, 0.188752, 0.1995061, 0.1961236, 
2010:8, 5190.022, 15070.94, 0, 7.009091, 0.8374197, 13.74564, 0, 67.31409, 1.883619, 9.210148, 17.63715, 25.3838, 3.05746, 64.36398, 1633.131, 1597.647, 2264.326, 38.19464, 0.205561, 0.2943136, 3254.141, 0.6269994, 2.90383, 3.406368, 0.8509678, -0.861653, 0.1887548, 0.1995091, 0.1961266, 
2010:9, 5189.993, 15072.23, 0, 7.00891, 0.8373581, 13.74436, 0, 67.31241, 1.883728, 9.213244, 17.63535, 25.38296, 3.057465, 64.36681, 1633.116, 1597.669, 2264.332, 38.20251, 0.2082912, 0.2943158, 3254.191, 0.6270126, 2.904095, 3.401534, 0.8517298, -0.8459284, 0.1887576, 0.1995123, 0.1961296, 
2010:10, 5189.966, 15073.54, 0, 7.008722, 0.837296, 13.74308, 0, 67.31071, 1.883837, 9.216364, 17.63356, 25.38212, 3.05747, 64.36964, 1633.101, 1597.692, 2264.34, 38.21035, 0.2110573, 0.2943178, 3254.241, 0.6270255, 2.904362, 3.396712, 0.8525008, -0.8303226, 0.1887606, 0.1995155, 0.1961327, 
2010:11, 5189.94, 15074.86, 0, 7.008524, 0.8372335, 13.74178, 0, 67.30903, 1.883945, 9.219519, 17.63177, 25.38131, 3.057474, 64.37244, 1633.088, 1597.717, 2264.349, 38.21816, 0.213843, 0.2943196, 3254.291, 0.6270382, 2.904631, 3.391938, 0.8532801, -0.8149193, 0.1887636, 0.1995188, 0.1961359, 
2010:12, 5189.92, 15076.21, 0, 7.00832, 0.8371703, 13.74046, 0, 67.30727, 1.884049, 9.222716, 17.62999, 25.38048, 3.057478, 64.37525, 1633.076, 1597.742, 2264.359, 38.22593, 0.2166317, 0.2943214, 3254.344, 0.6270509, 2.904903, 3.387254, 0.8540677, -0.7998027, 0.1887668, 0.1995222, 0.1961392, 
2011:1, 5189.839, 15076.42, 0, 7.009094, 0.8370541, 13.73996, 0, 67.30642, 1.883491, 9.223987, 17.62847, 25.37922, 3.057506, 64.37112, 1633.038, 1597.767, 2264.363, 38.23416, 0.2124304, 0.2943217, 3254.413, 0.6270739, 2.904989, 3.417415, 0.8549406, -0.7883398, 0.1887741, 0.199528, 0.1961455, 
2011:2, 5189.835, 15077.89, 0, 7.008758, 0.8369847, 13.73858, 0, 67.30471, 1.883577, 9.227386, 17.62668, 25.37848, 3.057507, 64.37379, 1633.034, 1597.794, 2264.379, 38.24235, 0.2151443, 0.2943231, 3254.461, 0.6270837, 2.905274, 3.412598, 0.8558112, -0.7757298, 0.1887774, 0.1995316, 0.196149, 
2011:3, 5189.826, 15079.35, 0, 7.008427, 0.8369159, 13.7372, 0, 67.303, 1.883666, 9.230778, 17.62489, 25.37771, 3.05751, 64.37646, 1633.027, 1597.82, 2264.392, 38.25049, 0.2178598, 0.2943246, 3254.507, 0.6270937, 2.90556, 3.407873, 0.8566804, -0.7632512, 0.1887807, 0.1995351, 0.1961524, 
2011:4, 5189.812, 15080.79, 0, 7.008097, 0.8368474, 13.73583, 0, 67.30129, 1.883755, 9.234163, 17.62309, 25.37696, 3.057512, 64.37913, 1633.018, 1597.845, 2264.404, 38.2586, 0.2205744, 0.2943261, 3254.551, 0.6271039, 2.905845, 3.403254, 0.8575493, -0.7509236, 0.1887837, 0.1995385, 0.1961557, 
2011:5, 5189.795, 15082.22, 0, 7.007773, 0.8367791, 13.73445, 0, 67.29958, 1.883845, 9.237561, 17.62127, 25.37618, 3.057515, 64.38181, 1633.008, 1597.869, 2264.414, 38.2667, 0.2232852, 0.2943276, 3254.594, 0.6271141, 2.906131, 3.398751, 0.8584199, -0.7387693, 0.1887867, 0.1995419, 0.1961589, 
2011:6, 5189.777, 15083.66, 0, 7.007455, 0.8367103, 13.73307, 0, 67.29784, 1.883933, 9.240974, 17.61944, 25.37539, 3.057519, 64.38448, 1632.998, 1597.893, 2264.424, 38.27481, 0.225989, 0.2943293, 3254.638, 0.6271247, 2.906418, 3.394378, 0.8592944, -0.726815, 0.1887897, 0.1995452, 0.1961621, 
2011:7, 5189.759, 15085.11, 0, 7.007132, 0.8366408, 13.73168, 0, 67.2961, 1.884019, 9.244423, 17.61759, 25.37458, 3.057521, 64.38715, 1632.988, 1597.917, 2264.434, 38.28294, 0.2286826, 0.2943309, 3254.682, 0.6271355, 2.906708, 3.390146, 0.860175, -0.7150873, 0.1887926, 0.1995485, 0.1961653, 
2011:8, 5189.743, 15086.59, 0, 7.006816, 0.8365699, 13.73028, 0, 67.29433, 1.8841, 9.247921, 17.61571, 25.37375, 3.057524, 64.38979, 1632.978, 1597.941, 2264.444, 38.29112, 0.2313628, 0.2943327, 3254.731, 0.6271468, 2.907001, 3.386062, 0.8610645, -0.7036116, 0.1887956, 0.1995518, 0.1961684, 
2011:9, 5189.728, 15088.09, 0, 7.006488, 0.8364974, 13.72886, 0, 67.2925, 1.884176, 9.251488, 17.61381, 25.3729, 3.057527, 64.39243, 1632.969, 1597.966, 2264.454, 38.29938, 0.2340271, 0.2943345, 3254.78, 0.627158, 2.9073, 3.382136, 0.8619655, -0.6924096, 0.1887985, 0.1995551, 0.1961716, 
2011:10, 5189.713, 15089.63, 0, 7.006155, 0.8364224, 13.7274, 0, 67.29063, 1.884246, 9.255144, 17.61186, 25.37201, 3.057528, 64.39504, 1632.96, 1597.991, 2264.464, 38.30773, 0.2366735, 0.2943364, 3254.83, 0.6271696, 2.907605, 3.37837, 0.862881, -0.6814975, 0.1888015, 0.1995585, 0.1961749, 
2011:11, 5189.701, 15091.22, 0, 7.005817, 0.8363449, 13.72591, 0, 67.28873, 1.884308, 9.258905, 17.60986, 25.3711, 3.05753, 64.39764, 1632.953, 1598.016, 2264.474, 38.3162, 0.2393009, 0.2943383, 3254.885, 0.6271817, 2.907917, 3.374763, 0.8638136, -0.6708836, 0.1888045, 0.199562, 0.1961782, 
2011:12, 5189.69, 15092.86, 0, 7.005464, 0.836264, 13.72438, 0, 67.28674, 1.884363, 9.262794, 17.60782, 25.37014, 3.057531, 64.40022, 1632.947, 1598.041, 2264.484, 38.32483, 0.2419095, 0.2943404, 3254.942, 0.627194, 2.908239, 3.371314, 0.8647661, -0.6605699, 0.1888075, 0.1995655, 0.1961815, 
2012:1, 5189.938, 15098.05, 0, 7.003004, 0.8363147, 13.72024, 0, 67.2819, 1.88641, 9.272111, 17.60447, 25.36859, 3.057457, 64.42979, 1633.039, 1598.067, 2264.521, 38.33144, 0.2716329, 0.2943462, 3255.074, 0.6271895, 2.909101, 3.305748, 0.8655648, -0.5260426, 0.1888185, 0.1995774, 0.1961931, 
2012:2, 5189.854, 15099.32, 0, 7.002749, 0.8362483, 13.71889, 0, 67.28005, 1.886478, 9.275596, 17.60249, 25.36768, 3.057471, 64.43211, 1633.002, 1598.09, 2264.517, 38.33848, 0.2739598, 0.294348, 3255.094, 0.6272033, 2.909391, 3.303936, 0.8663911, -0.5188461, 0.1888199, 0.1995793, 0.1961948, 
2012:3, 5189.812, 15100.76, 0, 7.002459, 0.8361769, 13.71747, 0, 67.27811, 1.886534, 9.279255, 17.60049, 25.36673, 3.057477, 64.43455, 1632.982, 1598.117, 2264.523, 38.34591, 0.2763883, 0.2943498, 3255.136, 0.6272166, 2.909693, 3.301965, 0.8672486, -0.5112812, 0.1888221, 0.1995819, 0.1961973, 
2012:4, 5189.793, 15102.33, 0, 7.00214, 0.8361006, 13.716, 0, 67.27608, 1.886583, 9.283097, 17.59844, 25.36572, 3.057477, 64.43706, 1632.973, 1598.146, 2264.533, 38.35371, 0.2789245, 0.2943518, 3255.193, 0.6272298, 2.910007, 3.299833, 0.8681394, -0.5033417, 0.1888247, 0.199585, 0.1962002, 
2012:5, 5189.788, 15104.02, 0, 7.001795, 0.8360196, 13.71445, 0, 67.27398, 1.886629, 9.287136, 17.59632, 25.36465, 3.057476, 64.43967, 1632.969, 1598.173, 2264.545, 38.36189, 0.281574, 0.2943538, 3255.259, 0.6272433, 2.910336, 3.297536, 0.8690647, -0.4950189, 0.1888277, 0.1995884, 0.1962034, 
2012:6, 5189.787, 15105.81, 0, 7.001424, 0.835934, 13.71283, 0, 67.27177, 1.886675, 9.291363, 17.5941, 25.36352, 3.057473, 64.44239, 1632.968, 1598.201, 2264.556, 38.37045, 0.2843424, 0.2943561, 3255.33, 0.6272569, 2.910679, 3.295075, 0.870024, -0.4863013, 0.1888308, 0.199592, 0.1962069, 
2012:7, 5189.787, 15107.67, 0, 7.001031, 0.835844, 13.71114, 0, 67.26948, 1.886723, 9.295779, 17.59178, 25.36234, 3.05747, 64.44525, 1632.967, 1598.228, 2264.566, 38.37938, 0.2872357, 0.2943584, 3255.403, 0.6272711, 2.911038, 3.292446, 0.871017, -0.4771735, 0.1888341, 0.1995959, 0.1962106, 
2012:8, 5189.783, 15109.6, 0, 7.000615, 0.8357501, 13.70939, 0, 67.2671, 1.886775, 9.300372, 17.58935, 25.36109, 3.057467, 64.44824, 1632.964, 1598.255, 2264.575, 38.38867, 0.2902595, 0.2943608, 3255.477, 0.6272857, 2.911413, 3.289649, 0.8720416, -0.4676192, 0.1888375, 0.1995998, 0.1962143, 
2012:9, 5189.776, 15111.59, 0, 7.000179, 0.8356528, 13.70756, 0, 67.26463, 1.886833, 9.305124, 17.58682, 25.35978, 3.057466, 64.45141, 1632.96, 1598.283, 2264.583, 38.39834, 0.2934192, 0.2943633, 3255.55, 0.6273007, 2.911801, 3.286684, 0.8730955, -0.4576232, 0.188841, 0.1996039, 0.1962182, 
2012:10, 5189.762, 15113.63, 0, 6.99973, 0.8355525, 13.70568, 0, 67.26211, 1.886899, 9.310025, 17.58419, 25.3584, 3.057465, 64.45472, 1632.952, 1598.312, 2264.59, 38.40836, 0.296719, 0.2943659, 3255.621, 0.6273162, 2.912201, 3.283551, 0.874176, -0.4471723, 0.1888444, 0.1996081, 0.1962221, 
2012:11, 5189.743, 15115.71, 0, 6.999271, 0.8354497, 13.70375, 0, 67.25951, 1.886973, 9.315046, 17.58148, 25.35698, 3.057464, 64.45819, 1632.943, 1598.341, 2264.597, 38.41872, 0.3001624, 0.2943686, 3255.693, 0.6273322, 2.912612, 3.280256, 0.8752798, -0.4362599, 0.188848, 0.1996123, 0.1962261, 
2012:12, 5189.72, 15117.83, 0, 6.998803, 0.8353449, 13.70177, 0, 67.25684, 1.887057, 9.320169, 17.57867, 25.3555, 3.057465, 64.46182, 1632.931, 1598.372, 2264.603, 38.42941, 0.3037512, 0.2943713, 3255.764, 0.6273486, 2.913033, 3.276805, 0.8764034, -0.4248861, 0.1888517, 0.1996167, 0.1962302, 
2013:1, 5189.27, 15114.33, 0, 7.000723, 0.8349231, 13.70369, 0, 67.26025, 1.883825, 9.316605, 17.57783, 25.3552, 3.057603, 64.41933, 1632.75, 1598.403, 2264.562, 38.44414, 0.2610159, 0.294368, 3255.525, 0.6273571, 2.912611, 3.335626, 0.8778326, -0.5860444, 0.1888477, 0.1996118, 0.1962257, 
2013:2, 5189.337, 15117.12, 0, 7.000082, 0.83479, 13.70131, 0, 67.25718, 1.883884, 9.322752, 17.57463, 25.35347, 3.057587, 64.42344, 1632.776, 1598.441, 2264.589, 38.45883, 0.2651086, 0.2943714, 3255.651, 0.6273732, 2.913112, 3.330233, 0.8792732, -0.5705202, 0.1888536, 0.1996187, 0.1962322, 
2013:3, 5189.342, 15119.77, 0, 6.999459, 0.8346579, 13.69892, 0, 67.25409, 1.883968, 9.328905, 17.57131, 25.35173, 3.057584, 64.42764, 1632.776, 1598.474, 2264.601, 38.47352, 0.2692917, 0.2943747, 3255.745, 0.6273907, 2.913619, 3.324799, 0.8807192, -0.5548232, 0.1888587, 0.1996247, 0.1962379, 
2013:4, 5189.309, 15122.32, 0, 6.998843, 0.8345279, 13.69651, 0, 67.25099, 1.884071, 9.335051, 17.56792, 25.34998, 3.057587, 64.43195, 1632.759, 1598.508, 2264.607, 38.48822, 0.2735614, 0.294378, 3255.818, 0.6274087, 2.91413, 3.319332, 0.8821673, -0.5389602, 0.1888633, 0.1996302, 0.1962431, 
2013:5, 5189.253, 15124.81, 0, 6.998237, 0.8343995, 13.6941, 0, 67.24789, 1.884189, 9.341173, 17.56449, 25.34821, 3.057595, 64.43637, 1632.732, 1598.544, 2264.61, 38.50294, 0.2779135, 0.2943813, 3255.879, 0.6274273, 2.914642, 3.313842, 0.8836147, -0.5229399, 0.1888676, 0.1996355, 0.196248, 
2013:6, 5189.187, 15127.27, 0, 6.997639, 0.8342727, 13.6917, 0, 67.24479, 1.884318, 9.347274, 17.56103, 25.34642, 3.057605, 64.44089, 1632.7, 1598.582, 2264.614, 38.51768, 0.2823438, 0.2943845, 3255.935, 0.6274461, 2.915153, 3.308337, 0.8850602, -0.5067738, 0.1888717, 0.1996406, 0.1962528, 
2013:7, 5189.118, 15129.72, 0, 6.997047, 0.834147, 13.68929, 0, 67.24171, 1.884454, 9.353354, 17.55759, 25.34463, 3.057615, 64.44547, 1632.667, 1598.623, 2264.62, 38.53242, 0.2868483, 0.2943878, 3255.99, 0.627465, 2.915664, 3.302825, 0.8865033, -0.490474, 0.1888758, 0.1996456, 0.1962575, 
2013:8, 5189.048, 15132.17, 0, 6.996457, 0.834022, 13.68688, 0, 67.23863, 1.884594, 9.359422, 17.55415, 25.34285, 3.057626, 64.45009, 1632.634, 1598.664, 2264.627, 38.54716, 0.2914226, 0.294391, 3256.044, 0.6274839, 2.916175, 3.297316, 0.8879443, -0.4740564, 0.1888799, 0.1996507, 0.1962623, 
2013:9, 5188.981, 15134.63, 0, 6.995868, 0.8338978, 13.68448, 0, 67.23553, 1.884738, 9.365488, 17.55071, 25.34103, 3.057635, 64.45478, 1632.602, 1598.707, 2264.637, 38.5619, 0.2960621, 0.2943942, 3256.1, 0.6275029, 2.916686, 3.291817, 0.889384, -0.4575383, 0.188884, 0.1996558, 0.196267, 
2013:10, 5188.917, 15137.1, 0, 6.995275, 0.8337733, 13.68206, 0, 67.23245, 1.884883, 9.37157, 17.54729, 25.3392, 3.057645, 64.4595, 1632.571, 1598.751, 2264.647, 38.57663, 0.3007618, 0.2943974, 3256.158, 0.6275218, 2.917199, 3.286339, 0.8908235, -0.4409408, 0.1888882, 0.1996609, 0.1962718, 
2013:11, 5188.859, 15139.61, 0, 6.994686, 0.8336487, 13.67963, 0, 67.22932, 1.885028, 9.377687, 17.54387, 25.33736, 3.057654, 64.46426, 1632.542, 1598.795, 2264.659, 38.59136, 0.3055161, 0.2944006, 3256.221, 0.6275409, 2.917714, 3.280893, 0.8922647, -0.4242875, 0.1888924, 0.1996661, 0.1962767, 
2013:12, 5188.804, 15142.14, 0, 6.994086, 0.8335227, 13.67719, 0, 67.22618, 1.88517, 9.383859, 17.54045, 25.33549, 3.057661, 64.46902, 1632.516, 1598.838, 2264.67, 38.6061, 0.3103189, 0.2944039, 3256.287, 0.6275602, 2.918234, 3.275488, 0.8937088, -0.4076048, 0.1888967, 0.1996714, 0.1962816, 
2014:1, 5188.627, 15142.98, 0, 6.99374, 0.8333514, 13.67588, 0, 67.2256, 1.884242, 9.387199, 17.53764, 25.33414, 3.057713, 64.46058, 1632.438, 1598.882, 2264.669, 38.62197, 0.3018544, 0.2944056, 3256.19, 0.6275629, 2.918494, 3.27556, 0.895234, -0.4229052, 0.1888991, 0.1996743, 0.1962843, 
2014:2, 5188.616, 15145.79, 0, 6.993116, 0.8332115, 13.67331, 0, 67.22227, 1.884341, 9.393771, 17.53411, 25.33213, 3.057712, 64.46518, 1632.43, 1598.926, 2264.688, 38.63782, 0.3064996, 0.2944093, 3256.289, 0.6275833, 2.919041, 3.270513, 0.8967572, -0.4071174, 0.1889042, 0.1996805, 0.1962902, 
2014:3, 5188.595, 15148.58, 0, 6.992499, 0.83307, 13.67073, 0, 67.21888, 1.884435, 9.400386, 17.53052, 25.33006, 3.057712, 64.4697, 1632.418, 1598.969, 2264.703, 38.65371, 0.3110826, 0.294413, 3256.385, 0.6276044, 2.919593, 3.265707, 0.8982815, -0.3919276, 0.1889092, 0.1996866, 0.1962959, 
2014:4, 5188.565, 15151.39, 0, 6.991879, 0.8329265, 13.66812, 0, 67.21548, 1.884523, 9.407065, 17.52687, 25.32795, 3.057714, 64.47417, 1632.403, 1599.011, 2264.715, 38.6697, 0.3156055, 0.2944169, 3256.477, 0.6276256, 2.92015, 3.261129, 0.8998105, -0.3773396, 0.1889141, 0.1996926, 0.1963015, 
2014:5, 5188.531, 15154.21, 0, 6.991262, 0.8327806, 13.66549, 0, 67.21205, 1.884604, 9.41383, 17.52314, 25.32578, 3.057716, 64.47861, 1632.386, 1599.054, 2264.727, 38.68584, 0.3200721, 0.2944208, 3256.57, 0.6276477, 2.920713, 3.256765, 0.9013477, -0.3633459, 0.188919, 0.1996986, 0.1963071, 
2014:6, 5188.496, 15157.08, 0, 6.99064, 0.8326316, 13.66282, 0, 67.20855, 1.884676, 9.420701, 17.51933, 25.32352, 3.057719, 64.483, 1632.369, 1599.097, 2264.738, 38.70218, 0.3244871, 0.2944247, 3256.664, 0.6276701, 2.921285, 3.252602, 0.9028962, -0.3499313, 0.1889238, 0.1997046, 0.1963127, 
2014:7, 5188.459, 15159.99, 0, 6.990005, 0.8324788, 13.66011, 0, 67.20497, 1.884739, 9.427693, 17.51544, 25.32119, 3.057721, 64.48735, 1632.351, 1599.141, 2264.748, 38.71877, 0.3288553, 0.2944289, 3256.759, 0.6276929, 2.921867, 3.248626, 0.9044588, -0.3370758, 0.1889287, 0.1997107, 0.1963184, 
2014:8, 5188.419, 15162.95, 0, 6.989361, 0.8323224, 13.65736, 0, 67.20133, 1.884794, 9.434829, 17.51146, 25.31878, 3.057724, 64.49168, 1632.332, 1599.185, 2264.758, 38.73565, 0.3331818, 0.2944332, 3256.856, 0.6277165, 2.92246, 3.244823, 0.9060379, -0.3247571, 0.1889336, 0.1997169, 0.1963242, 
2014:9, 5188.379, 15165.97, 0, 6.988704, 0.8321614, 13.65455, 0, 67.19763, 1.884838, 9.442124, 17.50737, 25.3163, 3.057726, 64.49596, 1632.314, 1599.231, 2264.768, 38.75285, 0.3374713, 0.2944376, 3256.956, 0.6277404, 2.923066, 3.24118, 0.9076359, -0.3129511, 0.1889386, 0.1997232, 0.19633, 
2014:10, 5188.339, 15169.07, 0, 6.988021, 0.8319952, 13.65167, 0, 67.19384, 1.88487, 9.44959, 17.50317, 25.31372, 3.057728, 64.50021, 1632.295, 1599.278, 2264.777, 38.77042, 0.3417287, 0.2944421, 3257.056, 0.6277648, 2.923686, 3.237686, 0.9092539, -0.3016315, 0.1889436, 0.1997296, 0.196336, 
2014:11, 5188.299, 15172.25, 0, 6.987327, 0.8318239, 13.64874, 0, 67.18996, 1.884892, 9.457241, 17.49888, 25.31104, 3.057729, 64.50443, 1632.277, 1599.325, 2264.787, 38.78838, 0.3459585, 0.2944469, 3257.161, 0.6277897, 2.92432, 3.234329, 0.9108931, -0.2907721, 0.1889487, 0.1997362, 0.196342, 
2014:12, 5188.257, 15175.49, 0, 6.986615, 0.8316475, 13.64574, 0, 67.18601, 1.884905, 9.465079, 17.49446, 25.30826, 3.057731, 64.50864, 1632.259, 1599.373, 2264.795, 38.80675, 0.350164, 0.2944517, 3257.268, 0.6278154, 2.924969, 3.2311, 0.9125543, -0.2803488, 0.1889539, 0.1997429, 0.1963482, 
2015:1, 5187.829, 15173.92, 0, 6.988826, 0.8314878, 13.64622, 0, 67.18549, 1.881885, 9.466096, 17.49176, 25.30707, 3.057837, 64.4744, 1632.094, 1599.423, 2264.765, 38.82864, 0.3157568, 0.2944509, 3257.313, 0.6278761, 2.924907, 3.30766, 0.9144408, -0.4111386, 0.1889466, 0.1997363, 0.1963414, 
2015:2, 5187.898, 15177.98, 0, 6.987943, 0.831273, 13.64275, 0, 67.18107, 1.881798, 9.475158, 17.48683, 25.30381, 3.057819, 64.47852, 1632.122, 1599.478, 2264.796, 38.85072, 0.319892, 0.2944569, 3257.493, 0.6279022, 2.925651, 3.30288, 0.9163463, -0.3984777, 0.1889545, 0.199746, 0.1963505, 
2015:3, 5187.907, 15181.95, 0, 6.987075, 0.8310566, 13.63923, 0, 67.17656, 1.881728, 9.484344, 17.48169, 25.30045, 3.057811, 64.48267, 1632.125, 1599.529, 2264.811, 38.87309, 0.3240984, 0.294463, 3257.645, 0.6279304, 2.92641, 3.298138, 0.9182703, -0.3857249, 0.1889616, 0.1997549, 0.1963588, 
2015:4, 5187.877, 15185.87, 0, 6.98621, 0.8308384, 13.63564, 0, 67.17198, 1.881671, 9.493652, 17.47638, 25.297, 3.057811, 64.48695, 1632.111, 1599.58, 2264.818, 38.8958, 0.3283794, 0.2944693, 3257.778, 0.6279597, 2.927184, 3.293428, 0.920213, -0.3728699, 0.1889681, 0.1997634, 0.1963666, 
2015:5, 5187.821, 15189.78, 0, 6.985352, 0.8306186, 13.63201, 0, 67.16732, 1.881623, 9.503085, 17.47091, 25.29342, 3.057815, 64.49136, 1632.086, 1599.633, 2264.822, 38.91892, 0.332737, 0.2944758, 3257.902, 0.6279904, 2.92797, 3.288747, 0.9221743, -0.3599068, 0.1889743, 0.1997717, 0.1963741, 
2015:6, 5187.75, 15193.72, 0, 6.984494, 0.8303964, 13.62832, 0, 67.16256, 1.88158, 9.512645, 17.4653, 25.28975, 3.057822, 64.49588, 1632.055, 1599.689, 2264.825, 38.94247, 0.3371727, 0.2944824, 3258.021, 0.628022, 2.928768, 3.28409, 0.9241542, -0.3468338, 0.1889803, 0.1997798, 0.1963816, 
2015:7, 5187.67, 15197.69, 0, 6.983628, 0.8301715, 13.62459, 0, 67.15775, 1.881538, 9.522334, 17.45958, 25.28597, 3.05783, 64.50047, 1632.02, 1599.749, 2264.829, 38.96648, 0.341687, 0.294489, 3258.139, 0.6280544, 2.929578, 3.279454, 0.9261523, -0.3336515, 0.1889863, 0.199788, 0.196389, 
2015:8, 5187.585, 15201.7, 0, 6.982765, 0.8299438, 13.62081, 0, 67.15283, 1.881499, 9.532154, 17.45374, 25.28208, 3.057838, 64.50517, 1631.982, 1599.81, 2264.833, 38.99094, 0.3462799, 0.2944959, 3258.259, 0.6280878, 2.9304, 3.27484, 0.9281685, -0.3203633, 0.1889923, 0.1997962, 0.1963964, 
2015:9, 5187.497, 15205.77, 0, 6.981895, 0.8297129, 13.61697, 0, 67.14787, 1.881459, 9.542111, 17.44781, 25.2781, 3.057848, 64.50992, 1631.944, 1599.875, 2264.839, 39.01586, 0.3509504, 0.2945029, 3258.38, 0.6281218, 2.931234, 3.270248, 0.9302017, -0.3069737, 0.1889984, 0.1998045, 0.196404, 
2015:10, 5187.407, 15209.89, 0, 6.981017, 0.8294789, 13.61309, 0, 67.14282, 1.881419, 9.5522, 17.44178, 25.274, 3.057857, 64.51475, 1631.905, 1599.94, 2264.845, 39.04123, 0.3557022, 0.2945101, 3258.503, 0.6281565, 2.93208, 3.265672, 0.9322511, -0.2934671, 0.1890044, 0.1998129, 0.1964115, 
