"index","year","month","lag","raw_value","scaled_value","impacted_functional_group"
"amo",2013,3,1,0.142,1.21618743343983,"menhaden 0"
"amo",2013,4,1,0.121,1.17145899893504,"menhaden 0"
"amo",2013,5,1,0.085,1.09478168264111,"menhaden 0"
"amo",2013,6,1,0.03,0.977635782747604,"menhaden 0"
"amo",2013,7,1,0.174,1.28434504792332,"menhaden 0"
"amo",2013,8,1,0.178,1.29286474973376,"menhaden 0"
"amo",2013,9,1,0.239,1.42279020234292,"menhaden 0"
"amo",2013,10,1,0.331,1.61874334398296,"menhaden 0"
"amo",2013,11,1,0.112,1.15228966986155,"menhaden 0"
"amo",2013,12,1,0.02,0.956336528221512,"menhaden 0"
"amo",2014,1,1,-0.078,0.747603833865815,"menhaden 0"
"amo",2014,2,1,-0.059,0.788072417465389,"menhaden 0"
"amo",2014,3,1,-0.097,0.707135250266241,"menhaden 0"
"amo",2014,4,1,-0.11,0.679446219382322,"menhaden 0"
"amo",2014,5,1,-0.018,0.875399361022364,"menhaden 0"
"amo",2014,6,1,0.046,1.01171458998935,"menhaden 0"
"amo",2014,7,1,0.205,1.35037273695421,"menhaden 0"
"amo",2014,8,1,0.319,1.59318423855165,"menhaden 0"
"amo",2014,9,1,0.294,1.53993610223642,"menhaden 0"
"amo",2014,10,1,0.276,1.50159744408946,"menhaden 0"
"amo",2014,11,1,0.049,1.01810436634718,"menhaden 0"
"amo",2014,12,1,0.042,1.00319488817891,"menhaden 0"
"amo",2015,1,1,-0.024,0.862619808306709,"menhaden 0"
"amo",2015,2,1,-0.02,0.871139510117146,"menhaden 0"
"amo",2015,3,1,-0.145,0.604898828541001,"menhaden 0"
"amo",2015,4,1,-0.088,0.726304579339723,"menhaden 0"
"amo",2015,5,1,0.028,0.973375931842385,"menhaden 0"
"amo",2015,6,1,0.013,0.941427050053248,"menhaden 0"
"amo",2015,7,1,0.116,1.16080937167199,"menhaden 0"
"amo",2015,8,1,0.162,1.25878594249201,"menhaden 0"
"amo",2015,9,1,0.284,1.51863684771033,"menhaden 0"
"amo",2015,10,1,0.308,1.56975505857295,"menhaden 0"
"amo",2015,11,1,0.17,1.27582534611289,"menhaden 0"
"amo",2015,12,1,0.213,1.36741214057508,"menhaden 0"
"amo",2016,1,1,0.214,1.36954206602769,"menhaden 0"
"amo",2016,2,1,0.139,1.209797657082,"menhaden 0"
"amo",2016,3,1,0.172,1.2800851970181,"menhaden 0"
"amo",2016,4,1,0.16,1.25452609158679,"menhaden 0"
"amo",2016,5,1,0.328,1.61235356762513,"menhaden 0"
"amo",2016,6,1,0.393,1.75079872204473,"menhaden 0"
"amo",2016,7,1,0.415,1.79765708200213,"menhaden 0"
"amo",2016,8,1,0.44,1.85090521831736,"menhaden 0"
"amo",2016,9,1,0.441,1.85303514376997,"menhaden 0"
"amo",2016,10,1,0.364,1.68903088391906,"menhaden 0"
"amo",2016,11,1,0.374,1.71033013844515,"menhaden 0"
"amo",2016,12,1,0.318,1.59105431309904,"menhaden 0"
